"b'#CAAProtest : #\\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u0915\\u0947 #\\u092e\\u094c\\u091c\\u092a\\u0941\\u0930\\u092e\\u0947\\u091f\\u094d\\u0930\\u094b\\u0938\\u094d\\u091f\\u0947\\u0936\\u0928 \\u0915\\u0947 \\u092a\\u093e\\u0938 \\u092a\\u0924\\u094d\\u0925\\u0930\\u092c\\u093e\\u091c\\u0940, #\\u092e\\u0947\\u091f\\u094d\\u0930\\u094b \\u0938\\u094d\\u091f\\u0947\\u0936\\u0928 \\u0915\\u0947 \\u0917\\u0947\\u091f \\u0915\\u093f\\u090f \\u0917\\u090f \\u092c\\u0902\\u0926\\n\\n#\\u0938\\u0940\\u090f\\u090f \\u0915\\u094b \\u0932\\u0947\\u0915\\u0930 \\u092e\\u094c\\u091c\\u2026 https://t.co/DzqYFGfo7I'",b'1231898843253481474',b'ajkitazakhabar.in',b'ajkitaazakhabar',b'',b'to know about lettest news',b'17',b'173',b'0',b'55',b'12',b'False',b'False',b'True',b'False',b'2020-02-02 11:59:08'
"b'In the name of the Protest of CAA, attempts are being made to break the country by the anti-people, but the point i\\u2026 https://t.co/Nx4KzHyqY1'",b'1231898807992016897',b'Vipin Tiwari',b'vipintiwari952',b'Delhi ',"b'Cricket, Proud Indian, A Human Being, A Proud son of my Lord, #LetsTweet... \\n\\nHB\\xae-Cousin'",b'142',b'155',b'0',b'2573',b'4474',b'False',b'False',b'False',b'False',b'2015-07-14 01:05:59'
"b'\\u0926\\u093f\\u0932\\u094d\\u200d\\u0932\\u0940 \\u092e\\u0947\\u0902 \\u092d\\u0921\\u093c\\u0915\\u0940 \\u0939\\u093f\\u0902\\u0938\\u093e, \\u092a\\u0947\\u091f\\u094d\\u0930\\u094b\\u0932 \\u092a\\u0902\\u092a \\u092b\\u0942\\u0902\\u0915\\u093e, 1 \\u092a\\u0941\\u0932\\u093f\\u0938\\u0915\\u0930\\u094d\\u092e\\u0940 \\u0915\\u0940 \\u092e\\u094c\\u0924 \\u0907\\u0938 \\u0918\\u091f\\u0928\\u093e \\u0914\\u0930 \\u0907\\u0938 \\u0926\\u0902\\u0917\\u0947 \\u0915\\u093e \\u091c\\u093f\\u092e\\u094d\\u092e\\u0947\\u0926\\u093e\\u0930 \\u0938\\u093f\\u0930\\u094d\\u092b \\u0914\\u0930 \\u0938\\u093f\\u0930\\u094d\\u092b \\u0915\\u092a\\u093f\\u0932\\u2026 https://t.co/4PiRzDYuyV'",b'1231898648793014272',b'\\u0917\\u094c\\u0930\\u0935 \\u091c\\u093e\\u091f\\u0935 \\u092e\\u0940\\u0921\\u093f\\u092f\\u093e \\u092a\\u094d\\u0930\\u092d\\u093e\\u0930\\u0940',b'iamvidrhoi',b'',b'I am supporter of Bahujan Samaj party',b'13',b'53',b'0',b'25',b'223',b'False',b'False',b'True',b'False',b'2020-02-21 10:58:54'
b'Head Constable @DelhiPolice Ratan Lal dies after being greviously injured in violence #CAAProtest',b'1231898543662694400',b'Payal Mehta/\\u0aaa\\u0abe\\u0aaf\\u0ab2 \\u0aae\\u0ac7\\u0ab9\\u0aa4\\u0abe/ \\u092a\\u093e\\u092f\\u0932 \\u092e\\u0947\\u0939\\u0924\\u093e/   \\u09aa\\u09be\\u09af\\u09c7\\u09b2 \\u09ae\\u09c7\\u09b9\\u09a4\\u09be',b'payalmehta100',"b'Noida, India'",b'Spl Correspondent at @CNNNEWS18\\nEX: @REPUBLIC @NEWSX\\n..views are Personal & RTs are not endorsement.\\nMy page link for all updates\\nhttps://t.co/rUpuWs5dNX\\u2026',b'9482',b'1589',b'73',b'27888',b'5497',b'True',b'False',b'False',b'False',b'2010-01-13 12:54:31'
"b""UP \\u0915\\u0947 \\u092a\\u0942\\u0930\\u094d\\u0935 \\u0930\\u093e\\u091c\\u094d\\u092f\\u092a\\u093e\\u0932 \\u092c\\u094b\\u0932\\u0947- \\u0939\\u093f\\u0902\\u0926\\u0941\\u0938\\u094d\\u0924\\u093e\\u0928 \\u092e\\u0947\\u0902 \\u092e\\u0941\\u0938\\u0932\\u092e\\u093e\\u0928\\u094b\\u0902 \\u0915\\u094b \\u0936\\u093f\\u0915\\u093e\\u0930 \\u092c\\u0928\\u093e\\u092f\\u093e \\u091c\\u093e \\u0930\\u0939\\u093e \\u0939\\u0948. CAA \\u0935\\u093f\\u0930\\u094b\\u0927\\u0940 \\u092a\\u094d\\u0930\\u0926\\u0930\\u094d\\u0936\\u0928\\u094b\\u0902 \\u092e\\u0947\\u0902 '\\u092a\\u093e\\u0915\\u093f\\u0938\\u094d\\u0924\\u093e\\u0928\\u2026 https://t.co/dmVfnQrO6m""",b'1231898232516567040',"b""Team Lion's""",b'teamlions61',b'',"b'Non-Governmental Organization\\nUttar Pradesh, Azamgarh'",b'106',b'189',b'0',b'104',b'585',b'False',b'False',b'True',b'False',b'2020-02-02 16:17:02'
"b'Northeast Delhi violence: DCP Shahdara Amit Sharma injured during clashes, hospitalised. (PTI)\\n#CAAProtest\\u2026 https://t.co/AJyiiZxEqG'",b'1231898221397495808',b'Janta Ka Reporter',b'JantaKaReporter',b'',b'Leading the media revolution in India! Send your write ups to ireport@jantakareporter.com',b'156452',b'265',b'329',b'88917',b'946',b'True',b'False',b'False',b'False',b'2015-02-01 17:34:18'
b'Jihadi are backs on streets for #CAAProtest  after hiding behind women and children for months at\\u2026 https://t.co/uu3LJ7nYEy',b'1231898084717813760',b'\\u0fd7WOKEZombie \\u0fd7',b'OnyourNot',b'WOKEistan ',"b'when they say fascism, they mean democracy. ___ better Be Dead Than Red__'",b'53',b'323',b'0',b'5597',b'25886',b'False',b'False',b'True',b'False',b'2019-11-22 17:20:32'
"b'\\u0938\\u0940\\u090f\\u090f / \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u092e\\u0947\\u0902 \\u0926\\u0942\\u0938\\u0930\\u0947 \\u0926\\u093f\\u0928 \\u092d\\u0940 \\u092a\\u0925\\u0930\\u093e\\u0935 \\u0914\\u0930 \\u0906\\u0917\\u091c\\u0928\\u0940; \\u0939\\u0947\\u0921 \\u0915\\u093e\\u0902\\u0938\\u094d\\u091f\\u0947\\u092c\\u0932 \\u0915\\u0940 \\u092e\\u094c\\u0924, \\u0936\\u0939\\u093e\\u0926\\u0930\\u093e \\u0915\\u0947 \\u0921\\u0940\\u0938\\u0940\\u092a\\u0940 \\u0918\\u093e\\u092f\\u0932\\nhttps://t.co/3qxIg9Gc9x\\u2026 https://t.co/M3By1tLnpM'",b'1231897692294402050',b'Dainik Bhaskar',b'DainikBhaskar',b'India',b'Welcome to the Official Twitter page of Worlds Largest read Hindi News Daily',b'846460',b'73',b'976',b'135649',b'5984',b'True',b'False',b'False',b'False',b'2009-08-20 18:04:36'
b'\\u0915\\u094c\\u0928 \\u0939\\u0948\\u0902 \\u0935\\u094b \\u0932\\u094b\\u0917 \\u091c\\u093f\\u0928\\u094d\\u0939\\u0947\\u0902 \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u092e\\u0947\\u0902 \\u0936\\u093e\\u0902\\u0924\\u093f \\u092a\\u0938\\u0902\\u0926 \\u0928\\u0939\\u0940\\u0902 \\u0939\\u0948 ? #Maujpur #CAA_NRCProtests #Jafrabad  @DelhiPolice #CAAProtest https://t.co/tLII5clC4x',b'1231897676595130368',b'News Tak',b'newstakofficial',"b'Noida, India'","b""Official Handle Of News Tak | An India Today Group's Digital Channel | \\u0916\\u093c\\u092c\\u0930\\u094b\\u0902 \\u0915\\u093e \\u092c\\u093f\\u0932\\u094d\\u0915\\u0941\\u0932 \\u0928\\u092f\\u093e \\u0905\\u0902\\u0926\\u093e\\u091c | \\u0939\\u0930 \\u0930\\u094b\\u091c \\u0924\\u093e\\u091c\\u093e \\u0916\\u092c\\u0930\\u094b\\u0902 \\u0915\\u0947 \\u0932\\u093f\\u090f Follow \\u0915\\u0930\\u0947\\u0902 @Newstakofficial""",b'5562',b'21',b'11',b'4364',b'95',b'False',b'False',b'False',b'False',b'2017-08-08 06:24:20'
"b'\\u092c\\u0932\\u0935\\u093e: #CAA \\u0915\\u0947 \\u0935\\u093f\\u0930\\u094b\\u0927 \\u092e\\u0947\\u0902 \\u091c\\u093e\\u092b\\u0930\\u093e\\u092c\\u093e\\u0926 \\u092e\\u0947\\u0902 \\u0939\\u093f\\u0902\\u0938\\u093e, \\u092b\\u093e\\u092f\\u0930\\u093f\\u0902\\u0917 \\u092e\\u0947\\u0902 \\u0939\\u0947\\u0921 \\u0915\\u0949\\u0928\\u094d\\u0938\\u091f\\u0947\\u092c\\u0932 \\u0915\\u0940 \\u092e\\u094c\\u0924, DCP \\u0918\\u093e\\u092f\\u0932\\n\\u0906\\u0917\\u0947 \\u092a\\u0922\\u093c\\u0947.....\\n#CAAProtest\\u2026 https://t.co/zK8oHtFj8x'",b'1231897650724663296',b'Dainik Bhaskar Hindi',b'DBhaskarHindi',"b'Bhopal, India'","b'Welcome to the Official Twitter page of Dainik Bhaskar Jabalpur-Nagpur Group, Largest Hindi News Paper in the World.'",b'2007',b'221',b'13',b'36173',b'512',b'False',b'False',b'True',b'False',b'2017-05-26 07:35:01'
b'@TajinderBagga This is really really bad news and this is now pure play violence #CAAProtest @AdityaRajKaul',b'1231897464514469890',b'sumitpeer',b'sumitp191',b'',b'Entrepreneur | Political Analyst | Writer | Thought Leader | Speaker & Globe Trotter',b'97',b'101',b'0',b'3104',b'1349',b'False',b'False',b'True',b'False',b'2016-03-04 12:21:34'
"b'\\u0928\\u093e\\u0930\\u094d\\u0925 \\u0908\\u0938\\u094d\\u091f \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u0938\\u0947 \\u0906 \\u0930\\u0939\\u0940 \\u092f\\u0947 \\u0924\\u0938\\u094d\\u0935\\u0940\\u0930\\u0947\\u0902 \\u092d\\u092f\\u093e\\u0935\\u0939 \\u0939\\u0948,\\n\\u0915\\u093e\\u0928\\u0942\\u0928 \\u0935\\u094d\\u092f\\u0935\\u0938\\u094d\\u0925\\u093e \\u0915\\u0947 \\u092e\\u0941\\u0902\\u0939 \\u092a\\u0930 \\u0924\\u092e\\u093e\\u091a\\u093e \\u0939\\u0948,\\n\\u092a\\u092c\\u094d\\u0932\\u093f\\u0915 \\u0935 \\u092a\\u094d\\u0930\\u093e\\u0907\\u0935\\u0947\\u091f \\u092a\\u094d\\u0930\\u0949\\u092a\\u0930\\u094d\\u091f\\u0940 \\u091c\\u2026 https://t.co/tNdOc7tYU5'",b'1231897392150085632',b'Madhurendra kumar',b'Madhurendra13',b'New delhi',"b'JOURNALIST @NEWSNATIONTV\\n  Follow for updates on Defence and Diplomacy,Strategic Affairs, IR and South Asian issues.                          #IndividualHandle.'",b'2924',b'925',b'11',b'7761',b'14069',b'False',b'False',b'True',b'False',b'2011-09-17 03:22:19'
b'\\u0b9f\\u0bc6\\u0bb2\\u0bcd\\u0bb2\\u0bbf \\u0bb5\\u0b9f\\u0b95\\u0bbf\\u0bb4\\u0b95\\u0bcd\\u0b95\\u0bc1 \\u0bae\\u0bbe\\u0bb5\\u0b9f\\u0bcd\\u0b9f\\u0ba4\\u0bcd\\u0ba4\\u0bbf\\u0bb2\\u0bcd 10 \\u0b87\\u0b9f\\u0b99\\u0bcd\\u0b95\\u0bb3\\u0bbf\\u0bb2\\u0bcd 144 \\u0ba4\\u0b9f\\u0bc8 \\u0b89\\u0ba4\\u0bcd\\u0ba4\\u0bb0\\u0bb5\\u0bc1!\\n#Delhi | #CAAProtest',b'1231897236197347329',b'IBC Tamil',b'ibctamilmedia',b'Worldwide',b'\\u0b89\\u0bb2\\u0b95\\u0ba4\\u0bcd  \\u0ba4\\u0bae\\u0bbf\\u0bb4\\u0bb0\\u0bc1\\u0b95\\u0bcd\\u0b95\\u0bcb\\u0bb0\\u0bcd \\u0b89\\u0bb1\\u0bb5\\u0bc1\\u0baa\\u0bcd\\u0baa\\u0bbe\\u0bb2\\u0bae\\u0bcd',b'44229',b'1857',b'57',b'60693',b'57',b'False',b'False',b'False',b'False',b'2014-08-04 00:58:10'
b'VIDEO: \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u0915\\u0947 \\u092d\\u091c\\u0928\\u092a\\u0941\\u0930\\u093e \\u092e\\u0947\\u0902 CAA \\u0935\\u093f\\u0930\\u094b\\u0927 \\u092a\\u094d\\u0930\\u0926\\u0930\\u094d\\u0936\\u0928\\u0915\\u093e\\u0930\\u093f\\u092f\\u094b\\u0902 \\u0928\\u0947 \\u090f\\u0915 \\u092a\\u0947\\u091f\\u094d\\u0930\\u094b\\u0932 \\u092a\\u0902\\u092a \\u0915\\u094b \\u0906\\u0917 \\u0915\\u0947 \\u0939\\u0935\\u093e\\u0932\\u0947 \\u0915\\u0930 \\u0926\\u093f\\u092f\\u093e \\u0914\\u0930 \\u0915\\u0908 \\u0917\\u093e\\u0921\\u093c\\u093f\\u092f\\u094b\\u0902 \\u092e\\u0947\\u0902\\u2026 https://t.co/LurRFiNXhK',b'1231897188575272963',b'\\u091c\\u0928\\u0924\\u093e \\u0915\\u093e \\u0930\\u093f\\u092a\\u094b\\u0930\\u094d\\u091f\\u0930',b'HindiJKR',b'',b'\\u0916\\u092c\\u0930\\u094b\\u0902 \\u092e\\u0947\\u0902 \\u092a\\u093e\\u0930\\u0926\\u0930\\u094d\\u0936\\u093f\\u0924\\u093e \\u0915\\u093e \\u0909\\u0926\\u094d\\u0926\\u0947\\u0936\\u094d\\u092f \\u0932\\u0947\\u0915\\u0930 \\u091c\\u0928\\u0924\\u093e \\u0915\\u093e \\u0930\\u093f\\u092a\\u094b\\u0930\\u094d\\u091f\\u0930 \\u092e\\u0940\\u0921\\u093f\\u092f\\u093e \\u092e\\u0947\\u0902 \\u0915\\u094d\\u0930\\u093e\\u0902\\u0924\\u093f \\u0932\\u093e\\u0928\\u0947 \\u0935\\u093e\\u0932\\u0940 \\u092a\\u0939\\u0932\\u0940 \\u092a\\u0902\\u0915\\u094d\\u0924\\u093f \\u092e\\u0947\\u0902 \\u092c\\u0928\\u093e \\u0939\\u0941\\u0906 \\u0939\\u0948\\u0964 \\u0928\\u093f\\u0937\\u094d\\u092a\\u0915\\u094d\\u0937 \\u0916\\u092c\\u0930\\u094b\\u0902 \\u0938\\u0947 \\u091c\\u0941\\u095c\\u0947 \\u0930\\u0939\\u0928\\u0947 \\u0915\\u0947 \\u0932\\u093f\\u090f \\u092b\\u0949\\u0932\\u094b \\u0915\\u0930\\u0947\\u0902\\u0964',b'42498',b'22',b'54',b'30753',b'0',b'False',b'False',b'True',b'False',b'2017-01-17 11:41:11'
"b""\\u0a38\\u0a40.\\u0a0f.\\u0a0f \\u0a2a\\u0a4d\\u0a30\\u0a26\\u0a30\\u0a38\\u0a3c\\u0a28 \\u0a26\\u0a4c\\u0a30\\u0a3e\\u0a28 \\u0a1d\\u0a5c\\u0a2a \\\\'\\u0a1a \\u0a39\\u0a48\\u0a71\\u0a21 \\u0a15\\u0a3e\\u0a02\\u0a38\\u0a1f\\u0a47\\u0a2c\\u0a32 \\u0a26\\u0a40 \\u0a2e\\u0a4c\\u0a24\\nhttps://t.co/7i3DPC8Vwf\\n@dailyajitnews #DelhiPolice #CAAProtest\\u2026 https://t.co/Wy17haX6lp""",b'1231897168983642112',b'Daily Ajit',b'dailyajitnews',"b'Jalandhar, India'",b'',b'1295',b'177',b'8',b'110902',b'253',b'False',b'False',b'False',b'False',b'2013-09-16 14:26:47'
b'\\u0b9c\\u0bcd\\u0baa\\u0bc2\\u0bb0\\u0bbf\\u0bb2\\u0bcd \\u0b9a\\u0bbf\\u0b8f\\u0b8f\\u0bb5\\u0bc1\\u0b95\\u0bcd\\u0b95\\u0bc1 \\u0b8e\\u0ba4\\u0bbf\\u0bb0\\u0bbe\\u0ba9 \\u0baa\\u0bcb\\u0bb0\\u0bbe\\u0b9f\\u0bcd\\u0b9f\\u0ba4\\u0bcd\\u0ba4\\u0bbf\\u0bb2\\u0bcd \\u0b8f\\u0bb1\\u0bcd\\u0baa\\u0b9f\\u0bcd\\u0b9f \\u0bb5\\u0ba9\\u0bcd\\u0bae\\u0bc1\\u0bb1\\u0bc8\\u0baf\\u0bbf\\u0bb2\\u0bcd \\u0b95\\u0bbe\\u0bb5\\u0bb2\\u0bb0\\u0bcd \\u0bb0\\u0ba4\\u0bcd\\u0ba4\\u0ba9\\u0bcd\\u0bb2\\u0bbe\\u0bb2\\u0bcd \\u0b89\\u0baf\\u0bbf\\u0bb0\\u0bbf\\u0bb4\\u0baa\\u0bcd\\u0baa\\u0bc1\\n#CAAProtest | #Delhi |\\u2026 https://t.co/XlfmrR1uKX',b'1231896969401884672',b'IBC Tamil',b'ibctamilmedia',b'Worldwide',b'\\u0b89\\u0bb2\\u0b95\\u0ba4\\u0bcd  \\u0ba4\\u0bae\\u0bbf\\u0bb4\\u0bb0\\u0bc1\\u0b95\\u0bcd\\u0b95\\u0bcb\\u0bb0\\u0bcd \\u0b89\\u0bb1\\u0bb5\\u0bc1\\u0baa\\u0bcd\\u0baa\\u0bbe\\u0bb2\\u0bae\\u0bcd',b'44229',b'1857',b'57',b'60693',b'57',b'False',b'False',b'False',b'False',b'2014-08-04 00:58:10'
"b""\\u0a26\\u0a3f\\u0a71\\u0a32\\u0a40 \\u0a26\\u0a47 \\u0a2e\\u0a4c\\u0a1c\\u0a2a\\u0a41\\u0a30 \\u0a07\\u0a32\\u0a3e\\u0a15\\u0a47 '\\u0a1a \\u0a28\\u0a3e\\u0a17\\u0a30\\u0a3f\\u0a15\\u0a24\\u0a3e \\u0a15\\u0a3e\\u0a28\\u0a42\\u0a70\\u0a28 \\u0a28\\u0a42\\u0a70 \\u0a32\\u0a48 \\u0a15\\u0a47 \\u0a26\\u0a4b \\u0a17\\u0a41\\u0a71\\u0a1f\\u0a3e\\u0a02 \\u0a35\\u0a3f\\u0a1a\\u0a3e\\u0a32\\u0a47 \\u0a1c\\u0a70\\u0a2e \\u0a39\\u0a4b \\u0a15\\u0a47 \\u0a39\\u0a4b\\u0a08 \\u0a2a\\u0a71\\u0a25\\u0a30\\u0a2c\\u0a3e\\u0a1c\\u0a3c\\u0a40\\nhttps://t.co/TJCFk95qrY\\u2026 https://t.co/VmIG9gwsCK""",b'1231896834727002112',b'Daily Ajit',b'dailyajitnews',"b'Jalandhar, India'",b'',b'1295',b'177',b'8',b'110902',b'253',b'False',b'False',b'False',b'False',b'2013-09-16 14:26:47'
"b'Police constable dies, DCP Shahdara admitted to hospital in #Maujpur violence, #Delhi\\n#DelhiPolice #CAAProtest\\n https://t.co/hllKzY6mqY'",b'1231896833288335360',b'National Herald',b'NH_India',"b'New Delhi, India'","b'National Herald\\u2014founded in 1938 by Jawaharlal Nehru\\u2014is a news website and weekly newspaper with a focus on people, governance and current affairs'",b'86964',b'314',b'223',b'36895',b'332',b'True',b'False',b'False',b'False',b'2014-06-27 05:46:24'
"b'#CAA, #CAAprotest \\u0d21\\u0d7d\\u0d39\\u0d3f\\u0d2f\\u0d3f\\u0d7d \\u0d38\\u0d3f.\\u0d0e.\\u0d0e \\u0d38\\u0d2e\\u0d30\\u0d15\\u0d4d\\u0d15\\u0d3e\\u0d7c\\u0d15\\u0d4d\\u0d15\\u0d41\\u0d28\\u0d47\\u0d30\\u0d46 \\u0d35\\u0d40\\u0d23\\u0d4d\\u0d1f\\u0d41\\u0d02 \\u0d06\\u0d15\\u0d4d\\u0d30\\u0d2e\\u0d23\\u0d02: \\u0d28\\u0d3f\\u0d30\\u0d4b\\u0d27\\u0d28\\u0d3e\\u0d1c\\u0d4d\\u0d1e\\xa0 https://t.co/gcu26E3usH'",b'1231896764099096577',b'Madhyamam',b'madhyamam',b'Kozhikode',"b""Madhyamam is India's first international newspaper with Gulf Madhyamam and the third largest Malayalam daily in India. Visit and Get updated with Madhyamam.""",b'24673',b'25',b'153',b'250141',b'27',b'False',b'False',b'False',b'False',b'2009-06-04 09:46:28'
"b""`\\u0b95\\u0bbe\\u0bb5\\u0bb2\\u0bb0\\u0bcd \\u0b89\\u0baf\\u0bbf\\u0bb0\\u0bbf\\u0bb4\\u0baa\\u0bcd\\u0baa\\u0bc1?!; 144 \\u0ba4\\u0b9f\\u0bc8 \\u0b89\\u0ba4\\u0bcd\\u0ba4\\u0bb0\\u0bb5\\u0bc1!'- \\u0b9f\\u0bc6\\u0bb2\\u0bcd\\u0bb2\\u0bbf\\u0baf\\u0bbf\\u0bb2\\u0bcd \\u0b9a\\u0bbf.\\u0b8f.\\u0b8f-\\u0b95\\u0bcd\\u0b95\\u0bc1 \\u0b8e\\u0ba4\\u0bbf\\u0bb0\\u0bbe\\u0ba9 \\u0baa\\u0bcb\\u0bb0\\u0bbe\\u0b9f\\u0bcd\\u0b9f\\u0ba4\\u0bcd\\u0ba4\\u0bbf\\u0bb2\\u0bcd \\u0bb5\\u0bc6\\u0b9f\\u0bbf\\u0ba4\\u0bcd\\u0ba4 \\u0b95\\u0bb2\\u0bb5\\u0bb0\\u0bae\\u0bcd #NowAtVikatan\\u2026 https://t.co/uXhDCWutHF""",b'1231896693328752640',b'\\u0bb5\\u0bbf\\u0b95\\u0b9f\\u0ba9\\u0bcd',b'vikatan',"b'Tamilnadu, India'",b'\\u0b87\\u0ba4\\u0baf\\u0bae\\u0bcd \\u0b87\\u0ba3\\u0bc8\\u0b95\\u0bcd\\u0b95\\u0bc1\\u0bae\\u0bcd \\u0b87\\u0ba3\\u0bc8\\u0baf\\u0bae\\u0bcd!',b'665253',b'12',b'673',b'142766',b'62',b'True',b'False',b'False',b'False',b'2009-04-05 14:32:22'
"b'CAA \\u0915\\u094b \\u0932\\u0947\\u0915\\u0930 \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u092e\\u0947\\u0902 \\u092e\\u094c\\u091c\\u092a\\u0941\\u0930 \\u0915\\u0947 \\u092c\\u093e\\u0926 \\u092d\\u091c\\u0928\\u092a\\u0941\\u0930\\u093e \\u092e\\u0947\\u0902 \\u091d\\u0921\\u093c\\u092a, \\u092b\\u0942\\u0902\\u0915\\u0947 \\u0935\\u093e\\u0939\\u0928, \\u092c\\u0941\\u0932\\u093e\\u090f \\u0917\\u090f \\u0905\\u0930\\u094d\\u0926\\u094d\\u0927\\u0938\\u0948\\u0928\\u093f\\u0915 \\u092c\\u0932\\n#Jafrabad\\u2026 https://t.co/CM1E2KcIEe'",b'1231896577347747840',b'Molitics',b'moliticsindia',"b'Gurgaon, India'",b'Molitics: Media Of Poliltics | Available on Android https://t.co/R8AvJIkGAv Follow On FB https://t.co/xy5CevH45M  \\U0001f44d\\n#Molitics #MediaOfPolitics',b'16183',b'36',b'0',b'13198',b'0',b'False',b'False',b'True',b'False',b'2016-07-15 18:52:53'
"b'\\u0909\\u0924\\u094d\\u0924\\u0930 \\u092a\\u0942\\u0930\\u094d\\u0935\\u0940 \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u092e\\u0947\\u0902 \\u0939\\u093f\\u0902\\u0938\\u093e, \\u092e\\u094c\\u091c\\u092a\\u0941\\u0930 \\u092e\\u0947\\u0902 \\u090f\\u0915 \\u0939\\u0947\\u0921 \\u0915\\u093e\\u0902\\u0938\\u094d\\u091f\\u0947\\u092c\\u0932 \\u0915\\u0940 \\u092e\\u094c\\u0924, \\u0938\\u0940\\u0932\\u092e\\u092a\\u0941\\u0930 \\u092e\\u0947\\u0902 \\u091a\\u0932\\u0940\\u0902 8 \\u0917\\u094b\\u0932\\u093f\\u092f\\u093e\\u0902, \\u0938\\u094d\\u0925\\u093f\\u0924\\u093f \\u0924\\u0928\\u093e\\u0935\\u092a\\u0942\\u0930\\u094d\\u0923\\n#CAAProtest'",b'1231896475249991685',b'Faiyaz Ahmad',b'Faiyaz0292',"b'New Delhi, India'",b'Journalist at Haribhoomi',b'36',b'359',b'0',b'1054',b'488',b'False',b'False',b'False',b'False',b'2017-01-13 04:28:28'
b'No one deserves to die on duty.\\n\\nNot the police. Not at the hands of #Jihadists \\n\\n#CAAProtest = #Radical_Islamic_terrorism',b'1231896232194215936',b'Krish R H',b'rhkrish',b'',b'Trainer-Writer-Educator | Tat Tvam Asi\\nDriven by Conviction. Powered by Faith!\\n\\n\\u0b87\\u0b9a\\u0bcd\\u0b9a\\u0b95\\u0ba4\\u0bcd\\u0ba4\\u0bc1\\u0bb3\\u0bcb\\u0bb0\\u0bc6\\u0bb2\\u0bbe\\u0bae\\u0bcd \\u0b8e\\u0ba4\\u0bbf\\u0bb0\\u0bcd\\u0ba4\\u0bcd\\u0ba4\\u0bc1 \\u0ba8\\u0bbf\\u0ba9\\u0bcd\\u0bb1 \\u0baa\\u0bcb\\u0ba4\\u0bbf\\u0ba9\\u0bc1\\u0bae\\u0bcd . . .\\n\\nhttps://t.co/YQ88i5fDny',b'115',b'455',b'4',b'1402',b'615',b'False',b'False',b'False',b'False',b'2009-07-24 05:37:49'
"b'\\u0b87\\u0ba9\\u0bcd\\u0bb1\\u0bc8\\u0baf \\u0b9a\\u0bc6\\u0baf\\u0bcd\\u0ba4\\u0bbf\\u0b95\\u0bb3\\u0bcd Live : \\u0b9f\\u0bc6\\u0bb2\\u0bcd\\u0bb2\\u0bbf \\u0b9a\\u0bbf\\u0b8f\\u0b8f \\u0baa\\u0bcb\\u0bb0\\u0bbe\\u0b9f\\u0bcd\\u0b9f \\u0bb5\\u0ba9\\u0bcd\\u0bae\\u0bc1\\u0bb1\\u0bc8, \\u0baa\\u0bcb\\u0bb2\\u0bbf\\u0bb8\\u0bcd \\u0b95\\u0bbe\\u0ba9\\u0bcd\\u0bb8\\u0bcd\\u0b9f\\u0baa\\u0bbf\\u0bb3\\u0bcd \\u0b89\\u0baf\\u0bbf\\u0bb0\\u0bb4\\u0baa\\u0bcd\\u0baa\\u0bc1 https://t.co/bbBCWT0Fc4 #caaprotest'",b'1231896040363528193',b'IE Tamil',b'IeTamil',b'',b'Tamil edition of https://t.co/njoyTJGked',b'7149',b'917',b'31',b'27871',b'9',b'True',b'False',b'False',b'False',b'2017-04-05 12:58:27'
b'People protesting against #CAA at Khureji Khas. #CAAProtest https://t.co/tUeABvuVVa',b'1231895956171284480',b'TOI Delhi',b'TOIDelhi',"b'New Delhi, India'",b'Your city. Your neighborhood. Your block. Covered for you by https://t.co/VSKi1mkZBr',b'46516',b'41',b'313',b'123881',b'72',b'True',b'False',b'False',b'False',b'2009-04-13 13:00:35'
b'\\u092f\\u0939 \\u0918\\u091f\\u0928\\u093e \\u092e\\u094c\\u091c\\u092a\\u0941\\u0930 \\u092e\\u0947\\u091f\\u094d\\u0930\\u094b \\u0938\\u094d\\u091f\\u0947\\u0936\\u0928 \\u0915\\u0947 \\u0928\\u091c\\u0926\\u0940\\u0915 \\u0915\\u092c\\u0940\\u0930 \\u0928\\u0917\\u0930 \\u0907\\u0932\\u093e\\u0915\\u0947 \\u0915\\u0940 \\u0939\\u0948. \\u092f\\u0939 \\u0915\\u094d\\u0937\\u0947\\u0924\\u094d\\u0930 \\u092e\\u0941\\u0938\\u094d\\u0932\\u093f\\u092e \\u092c\\u0939\\u0941\\u0932 \\u092c\\u0924\\u093e\\u092f\\u093e \\u091c\\u093e \\u0930\\u0939\\u093e \\u0939\\u0948.\\u2026 https://t.co/Mij0FpeRP5',b'1231895762591600641',b'Asiaville Hindi',b'HindiAsiaville',b'',b'Re-Imagining Journalism',b'596',b'49',b'5',b'8338',b'25',b'True',b'False',b'True',b'False',b'2019-01-07 01:54:12'
